,poem_line,nazm_name,author_name
321,صلیب پر زندگی ابھی کسمسا رہی ہے,دئیے بجھا دو,عبیرہ احمد
322,دیے بجھا دو,دئیے بجھا دو,عبیرہ احمد
323,اور ان دیوں کو جلانے والی نگاہ کے دیپ بھی بجھا دو,دئیے بجھا دو,عبیرہ احمد
324,یہ روشنی کی پیامبر,دئیے بجھا دو,عبیرہ احمد
325,یہ سحر کی مخبر,دئیے بجھا دو,عبیرہ احمد
326,بہت ہوا نوچ لو یہ آنکھیں,دئیے بجھا دو,عبیرہ احمد
327,دھواں دھواں سب سکوت کر دو,دئیے بجھا دو,عبیرہ احمد
328,دیے بجھا دو,دئیے بجھا دو,عبیرہ احمد
329,نہ ہم بدلے نہ تم بدلے,نیا سال,ابھیشیک کمار امبر
330,نہ چاند ستارے ہی بدلے,نیا سال,ابھیشیک کمار امبر
331,سورج بھی ابھی ہے پہلے سا,نیا سال,ابھیشیک کمار امبر
332,موسم بھی وہی ہے سردی کا,نیا سال,ابھیشیک کمار امبر
333,فصلیں بھی وہی ہیں سرسوں کی,نیا سال,ابھیشیک کمار امبر
334,وہی بوڑھی دادی برسوں کی,نیا سال,ابھیشیک کمار امبر
335,دریا میں ذرا اپھان ہے کم,نیا سال,ابھیشیک کمار امبر
336,مٹی بھی نہیں پہلے سی نم,نیا سال,ابھیشیک کمار امبر
337,پیڑوں سے بہاریں غائب ہیں,نیا سال,ابھیشیک کمار امبر
338,پودوں کی نزاکت بھی ہے گم,نیا سال,ابھیشیک کمار امبر
339,اک تاریخ بدلنے کو کیول,نیا سال,ابھیشیک کمار امبر
340,نیا سال آیا کہتے ہو تم,نیا سال,ابھیشیک کمار امبر
341,آرزؤں کو وسعت نہ دو,آرزؤں کو وسعت نہ دو,عابد ادیب
342,اپنے ہی دائرے میں مقید کرو,آرزؤں کو وسعت نہ دو,عابد ادیب
343,ورنہ یہ پھیل کر,آرزؤں کو وسعت نہ دو,عابد ادیب
344,ہر طرف سے تمہیں گھیر لیں گی,آرزؤں کو وسعت نہ دو,عابد ادیب
345,نوچ ڈالیں گی زخمی کریں گی,آرزؤں کو وسعت نہ دو,عابد ادیب
346,خود بکھر جائیں گے مر جائیں گے,آرزؤں کو وسعت نہ دو,عابد ادیب
347,اپنی ہی لاش سر پر اٹھائے,آرزؤں کو وسعت نہ دو,عابد ادیب
348,بیچ بازار ننگے پھرو گے,آرزؤں کو وسعت نہ دو,عابد ادیب
349,اپنے ہی لوگ نزدیک آ کر,آرزؤں کو وسعت نہ دو,عابد ادیب
350,تم کو دیکھیں گے منہ پھیر لیں گے,آرزؤں کو وسعت نہ دو,عابد ادیب
351,تم کو غلطی کا احساس ہوگا,آرزؤں کو وسعت نہ دو,عابد ادیب
352,تھوک نگلو گے کڑوا لگے گا,آرزؤں کو وسعت نہ دو,عابد ادیب
353,رات ویران بے کیف ہوگی,آرزؤں کو وسعت نہ دو,عابد ادیب
354,دن پہاڑوں سا بھاری لگے گا,آرزؤں کو وسعت نہ دو,عابد ادیب
355,آرزوؤں کو وسعت نہ دو,آرزؤں کو وسعت نہ دو,عابد ادیب
356,اپنے ہی دائرے میں مقید کرو,آرزؤں کو وسعت نہ دو,عابد ادیب
357,ورنہ یہ پھیل کر,آرزؤں کو وسعت نہ دو,عابد ادیب
358,ہر طرف سے تمہیں گھیر لیں گی,آرزؤں کو وسعت نہ دو,عابد ادیب
359,مختلف موضوعات پر,سناٹا,عابد ادیب
360,رات بھر باتیں کرکے وہ لوگ,سناٹا,عابد ادیب
361,تھک چکے تھے,سناٹا,عابد ادیب
362,اور پھر,سناٹا,عابد ادیب
363,ایسے وعدوں میں بندھ گئے تھے,سناٹا,عابد ادیب
364,جس کا پورا ہونا ممکن نہ تھا,سناٹا,عابد ادیب
365,کیونکہ کچھ لمحوں بعد,سناٹا,عابد ادیب
366,وہ سب اپنا اپنا سامان اٹھائے,سناٹا,عابد ادیب
367,مختلف راستوں پر چل پڑے تھے,سناٹا,عابد ادیب
368,اور اسٹیشن پر سناٹا تھا,سناٹا,عابد ادیب
369,پھر مجھے ایسا لگا,احساس,عابد ادیب
370,جیسے کاغذ پر سیاہی پھیلنے سے,احساس,عابد ادیب
371,لفظ گڈمڈ ہو گئے ہوں,احساس,عابد ادیب
372,آئنہ دھندلا گیا ہو,احساس,عابد ادیب
373,جانے پہچانے ہوئے سب لوگ,احساس,عابد ادیب
374,جیسے اجنبی سے بن گئے ہوں,احساس,عابد ادیب
375,میرے کمرے میں پڑی,احساس,عابد ادیب
376,ٹیبل کے خانوں سے نکل کر,احساس,عابد ادیب
377,خط ہوا میں اڑ رہے ہوں,احساس,عابد ادیب
378,باکس میں رکھا ہوا رومال,احساس,عابد ادیب
379,شعلہ بن گیا ہو,احساس,عابد ادیب
380,برف کے تودوں تلے دب کر ذہن بھی,احساس,عابد ادیب
381,منجمد ہونے کے بدلے جل رہا ہو,احساس,عابد ادیب
382,پھر مجھے ایسا لگا,احساس,عابد ادیب
383,جیسے میں اپنے سے باغی ہو گیا ہوں,احساس,عابد ادیب
384,اپنے ہی اوپر میں حملہ کر رہا ہوں,احساس,عابد ادیب
385,سوچتا ہوں,احساس,عابد ادیب
386,میں نے شاید کل تجھے کچھ کہہ دیا تھا,احساس,عابد ادیب
387,تو نے بھی مجھ کو سنایا تھا بہت کچھ,احساس,عابد ادیب
388,اور پھر دونوں ہی ہم چپ ہو گئے تھے,احساس,عابد ادیب
389,میری پیدائش کے بعد,ادراک,عبد اللہ کمال
390,سب سے پہلے میری ماں پیدا ہوئی,ادراک,عبد اللہ کمال
391,پھر دوسرے رشتے,ادراک,عبد اللہ کمال
392,تعلق,ادراک,عبد اللہ کمال
393,درد اور وابستگی,ادراک,عبد اللہ کمال
394,کائناتی رشتوں کا بار گراں,ادراک,عبد اللہ کمال
395,اور پھر,ادراک,عبد اللہ کمال
396,چپکے سے تو پیدا ہوئی,ادراک,عبد اللہ کمال
397,رنگ,ادراک,عبد اللہ کمال
398,خوشبو,ادراک,عبد اللہ کمال
399,خواب سا تیرا وجود,ادراک,عبد اللہ کمال
400,دائرہ در دائرہ,ادراک,عبد اللہ کمال
401,بے کراں وسعت سمیٹے,ادراک,عبد اللہ کمال
402,اک اکائی,ادراک,عبد اللہ کمال
403,میں نے تیرے رنگ خوشبو خواب سے,ادراک,عبد اللہ کمال
404,اپنے اندر اک جہان تازہ کی تعمیر کی,ادراک,عبد اللہ کمال
405,اور سفر پر چل پڑا,ادراک,عبد اللہ کمال
406,مثل موج تہ نشیں,ادراک,عبد اللہ کمال
407,اپنے ہی ساحل کاٹتا,ادراک,عبد اللہ کمال
408,گہرائیوں سے جوجھتا,ادراک,عبد اللہ کمال
409,آگے بڑھا,ادراک,عبد اللہ کمال
410,تحت اندر تحت کے لمبے سفر میں,ادراک,عبد اللہ کمال
411,تیرا پیکر میرا خواب,ادراک,عبد اللہ کمال
412,خواب میرا حوصلہ,ادراک,عبد اللہ کمال
413,خواب تیری جستجو,ادراک,عبد اللہ کمال
414,اپنی تلاش,ادراک,عبد اللہ کمال
415,آج تک گرم سفر ہوں,ادراک,عبد اللہ کمال
416,اندرون ذات اندر ذات,ادراک,عبد اللہ کمال
417,ہر طرف تیرا وجود,ادراک,عبد اللہ کمال
418,ہر طرف میرا ظہور,ادراک,عبد اللہ کمال
419,عکس اندر عکس میں,ادراک,عبد اللہ کمال
420,خواب اندر خواب تو,ادراک,عبد اللہ کمال
421,خواب کا یہ سلسلہ,ادراک,عبد اللہ کمال
422,دائرہ در دائرہ,ادراک,عبد اللہ کمال
423,دور تک پھیلا ہوا,ادراک,عبد اللہ کمال
424,خواب کی تجسیم کاری,ادراک,عبد اللہ کمال
425,زندگی میری,ادراک,عبد اللہ کمال
426,مرا زاد سفر,ادراک,عبد اللہ کمال
427,موسموں کی زد پہ ہیں تنہا ہوں آج,ادراک,عبد اللہ کمال
428,ایک بوسیدہ شجر سا,ادراک,عبد اللہ کمال
429,وقت کے نیزوں سے چھلنی,ادراک,عبد اللہ کمال
430,زرد شاخوں سے تعلق قطع ہونے کا قلق,ادراک,عبد اللہ کمال
431,خشک پتوں سے سکڑتے ٹوٹتے رشتوں کا غم,ادراک,عبد اللہ کمال
432,اور تڑختی چھالوں سے کمزور تر ہوتی ہوئی وابستگی کے کرب سے خستہ تر حال,ادراک,عبد اللہ کمال
433,دم بہ دم نزدیک آتی دھند کے اس پار سے,ادراک,عبد اللہ کمال
434,سن رہا ہوں آنے والے موسموں کے تازہ دم قدموں کی چاپ,ادراک,عبد اللہ کمال
435,سبز شاخوں تازہ پتوں اور نئی چھالوں کے گیت,ادراک,عبد اللہ کمال
436,تو کہاں ہے میرے خواب,ادراک,عبد اللہ کمال
437,آخری لمحہ ہے,ادراک,عبد اللہ کمال
438,آ مری آنکھوں سے دیکھ,ادراک,عبد اللہ کمال
439,مجھ سے پہلے,ادراک,عبد اللہ کمال
440,مر رہی ہے,ادراک,عبد اللہ کمال
441,لمحہ لمحہ آج,ادراک,عبد اللہ کمال
442,ساری کائنات,ادراک,عبد اللہ کمال
443,ماں سبق دے رہی تھی بچوں کو,لطیفہ,عبداللہ ناصر
444,آج کا کام کل پہ مت ڈالو,لطیفہ,عبداللہ ناصر
445,سن کے اک بچے نے یہ کہا اماں,لطیفہ,عبداللہ ناصر
446,وہ جو رکھی ہے آپ نے برفی,لطیفہ,عبداللہ ناصر
447,لائیے آج ہی اسے کھا لوں,لطیفہ,عبداللہ ناصر
448,آج کا کام کل پہ کیوں ٹالوں,لطیفہ,عبداللہ ناصر
449,کھیلتے کھیلتے کوئی بچہ,لطیفہ,عبداللہ ناصر
450,ایک دن اک کنوئیں پہ جا پہنچا,لطیفہ,عبداللہ ناصر
451,اپنی صورت اسے نظر آئی,لطیفہ,عبداللہ ناصر
452,جھانک کر اس نے اس میں جب دیکھا,لطیفہ,عبداللہ ناصر
453,کم سمجھ اور بےوقوف تھا وہ,لطیفہ,عبداللہ ناصر
454,سمجھا کوئی کنوئیں میں ہے بیٹھا,لطیفہ,عبداللہ ناصر
455,ڈر کے بھاگا وہ اپنے گھر کی طرف,لطیفہ,عبداللہ ناصر
456,راہ میں مل گئے اسے ابا,لطیفہ,عبداللہ ناصر
457,بولا کوئی کنوئیں میں بیٹھا ہے,لطیفہ,عبداللہ ناصر
458,دیکھ کر جس کو ڈر کے میں بھاگا,لطیفہ,عبداللہ ناصر
459,ابا آئے کنوئیں پہ غصہ میں,لطیفہ,عبداللہ ناصر
460,دیکھ کر اس میں اپنا ہی سایہ,لطیفہ,عبداللہ ناصر
461,بولے جھنجھلا کے کیوں میاں صاحب,لطیفہ,عبداللہ ناصر
462,داڑھی رکھ کر یہ حرکت بے جا,لطیفہ,عبداللہ ناصر
463,اک تو بچوں کو تم ڈراتے ہو,لطیفہ,عبداللہ ناصر
464,اس پہ آنکھیں ہمیں دکھاتے ہو,لطیفہ,عبداللہ ناصر
465,جب ملے تھے تم سے پہلی مرتبہ,انتظار,ابھیشیک کمار امبر
466,یہ لگا جیسے کہ سب کچھ پا لیا,انتظار,ابھیشیک کمار امبر
467,مل گئی تھی اس جہاں کی ہر خوشی,انتظار,ابھیشیک کمار امبر
468,بدلی بدلی ہو گئی تھی زندگی,انتظار,ابھیشیک کمار امبر
469,ایک دن پھر ہائے ایسا بھی ہوا,انتظار,ابھیشیک کمار امبر
470,ہو گئے اک دوسرے سے ہم جدا,انتظار,ابھیشیک کمار امبر
471,ملنے کی بس آس باقی رہ گئی,انتظار,ابھیشیک کمار امبر
472,اک تڑپتی پیاس باقی رہ گئی,انتظار,ابھیشیک کمار امبر
473,آج بھی اس دل کو میرے ہے یقیں,انتظار,ابھیشیک کمار امبر
474,کیا پتہ کس موڑ ٹکرائے کہیں,انتظار,ابھیشیک کمار امبر
475,اس لئے امید رکھ کر برقرار,انتظار,ابھیشیک کمار امبر
476,کرتا ہوں ہر پل تمہارا انتظار,انتظار,ابھیشیک کمار امبر
477,ایک ذرا سا چمکا تھا,نٹ کھٹ چاند,عبد الرحیم نشتر
478,ابھی یہیں تھا کدھر گیا,نٹ کھٹ چاند,عبد الرحیم نشتر
479,ذرا جھلک دکھلائی تھی,نٹ کھٹ چاند,عبد الرحیم نشتر
480,ایک شعاع لہرائی تھی,نٹ کھٹ چاند,عبد الرحیم نشتر
481,مسجد کے میناروں سے,نٹ کھٹ چاند,عبد الرحیم نشتر
482,آنگن سے گلیاروں سے,نٹ کھٹ چاند,عبد الرحیم نشتر
483,کچھ لوگوں نے دیکھا تھا,نٹ کھٹ چاند,عبد الرحیم نشتر
484,کیا وہ آنکھ کا دھوکا تھا,نٹ کھٹ چاند,عبد الرحیم نشتر
485,پل بھر سامنے آیا تھا,نٹ کھٹ چاند,عبد الرحیم نشتر
486,بجلی سا لہرایا تھا,نٹ کھٹ چاند,عبد الرحیم نشتر
487,دور شفق کی لالی میں,نٹ کھٹ چاند,عبد الرحیم نشتر
488,کڑوے نیم کی ڈالی میں,نٹ کھٹ چاند,عبد الرحیم نشتر
489,ہرے بھرے پتوں کے بیچ,نٹ کھٹ چاند,عبد الرحیم نشتر
